day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
9,Wednesday,September,2020,17,27,Carol,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
13,Friday,December,2019,7,53,Carol,I think you’d like them
12,Saturday,January,2019,3,6,Carol,I'm going from here for just 10 minutes to be with you and see about making your new life more comfortable
13,Saturday,March,2021,13,41,Therese,""" The second girl was more nervous about the meeting and asked, ""Why not? And who can tell you that’r?""

So she walked off, saying, ""Oh my God"
18,Thursday,March,2021,6,13,Waverly,That's too bad
16,Saturday,January,2021,11,22,Arizona,You have to show me how
24,Tuesday,August,2021,16,42,Carol,And it's so…really difficult to tell me when I'm supposed to do this shit on stage
9,Saturday,January,2021,21,8,Therese,I'm so happy for you and your kids that you decided to say this and say no to it
7,Sunday,March,2021,16,45,Waverly,And I'm hoping you're going to forget that I even met you
8,Sunday,September,2019,5,44,Waverly,At least that would've been the case
26,Sunday,May,2019,20,35,Therese,"""Um, sorry"
25,Tuesday,February,2020,17,8,Arizona,"""

""I have one question for you"
10,Friday,April,2020,10,29,Therese,<Media omitted>
23,Friday,October,2020,18,42,Carol,At the moment she doesn't have it
23,Saturday,May,2020,19,8,Waverly,We never will
6,Wednesday,November,2019,22,27,Bette Porter,""" She looked down at them both as she spoke"
6,Monday,May,2019,21,14,Waverly,<Media omitted>
20,Monday,April,2020,17,15,Bette Porter,<Media omitted>
11,Sunday,April,2021,10,21,Arizona,"But I'll see how she sees what I've done, if anything, and it'll change"
24,Monday,February,2020,14,1,Waverly,"Let me take you to lunch, it’s the least I can do"
10,Sunday,November,2019,1,21,Arizona,What kind of dinner should I go to? I wonder that the chef is always at the front door sometimes
19,Friday,April,2019,12,35,Waverly,I'll need you to clean it up
22,Monday,November,2021,11,25,Waverly,"I guess my sister will like this dinner too! And since, it will be really cute"
14,Saturday,November,2020,7,46,Waverly,"""Ah? Huh"
14,Thursday,February,2019,1,1,Carol,That was a good meal
12,Friday,June,2020,9,17,Bette Porter,and I love you
19,Wednesday,February,2020,20,31,Waverly,"If I ate it, I'll be able to eat it without any complaints"
5,Tuesday,February,2019,7,12,Carol,"But I don't understand what I eat, but"
5,Tuesday,March,2019,2,44,Carol,And
15,Sunday,March,2020,15,58,Therese,but then
31,Sunday,May,2020,15,11,Arizona,but
28,Monday,January,2019,4,42,Therese,there was no need for that
18,Tuesday,August,2020,5,41,Carol,<Media omitted>
3,Wednesday,November,2021,5,21,Waverly,and
4,Sunday,July,2021,20,8,Arizona,<Media omitted>
14,Sunday,July,2019,9,59,Arizona,<Media omitted>
24,Monday,February,2020,2,7,Therese,I can hear my voice in the corner of her head
24,Tuesday,November,2020,22,52,Waverly,She closed her eyes and stared at the glass
27,Thursday,February,2020,7,26,Therese,I am the only one who doesn't understand
19,Saturday,December,2020,11,7,Bette Porter,I am the only one who isn't so worried at all
10,Wednesday,July,2019,10,10,Carol,She closed her eyes
23,Monday,March,2020,22,8,Arizona,Then she closed her eyes again
2,Friday,April,2021,2,36,Waverly,She stared at the glass
29,Tuesday,June,2021,18,0,Therese,"""How"
18,Thursday,February,2021,13,21,Waverly,"how do you need me? What'd you say?"" Anna asked, slowly"
18,Friday,September,2020,14,54,Arizona,"Her voice was trembling just now, but she said it slowly, not even once"
15,Wednesday,September,2021,3,57,Arizona,I can only imagine what was going through her mind
9,Friday,July,2021,16,1,Arizona,"""Come and go, do you?"" Anna asked"
24,Tuesday,November,2020,18,10,Therese,She ran her fingertips and tried to hold on
23,Thursday,April,2020,22,39,Carol,<Media omitted>
30,Sunday,August,2020,19,57,Carol,"do u think you can come soon?"" ""Yes! I'll arrive tomorrow and be"
19,Friday,June,2020,23,52,Waverly,Would you like to come visit me this Sunday? Please leave a note for me online
11,Saturday,May,2019,22,24,Carol,My work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 3
1,Saturday,February,2020,2,42,Bette Porter,0 International License (CC BY-NC-ND 2
16,Sunday,May,2021,6,30,Bette Porter,0)
12,Tuesday,March,2019,16,5,Waverly,You can choose the type of your work and license it for everyone
14,Sunday,April,2019,6,33,Waverly,<Media omitted>
24,Friday,April,2020,18,31,Carol,<Media omitted>
13,Sunday,October,2019,22,27,Waverly,Dear I
16,Sunday,June,2019,1,40,Carol,I am Istvan V
17,Sunday,March,2019,10,46,Arizona,"Vollrath, the current editor-in-chief"
30,Wednesday,September,2020,19,29,Arizona,<Media omitted>
27,Saturday,February,2021,19,25,Therese,I have been a journalist for 40 years
24,Monday,February,2020,7,20,Bette Porter,As this was the first time I received an email by email asking if I should do some research into a genre
29,Tuesday,September,2020,16,37,Arizona,<Media omitted>
5,Wednesday,May,2021,7,8,Bette Porter,"Currently, I have about 2 hours in my research to do this so far"
16,Monday,September,2019,5,25,Carol,"I had originally written my research about my favorite books, Indian History, and I used the time to present myself as the leading Indian writer of our time"
27,Wednesday,February,2019,9,22,Carol,"This is a small project based around a couple different studies, including a study in anthropology, and a dissertation about the psychology of people"
16,Wednesday,June,2021,7,58,Bette Porter,The dissertation has been very inspiring
6,Sunday,September,2020,9,18,Carol,"I wanted to share an interesting historical moment in my career, since this is a very important issue for a lot of writers of my age"
6,Thursday,May,2021,11,51,Arizona,I would like to thank my readers here for the kind words
5,Sunday,July,2020,20,12,Carol,Thank you for the support and your kindness from the internet
3,Sunday,October,2021,6,14,Bette Porter,I also want to say
21,Sunday,July,2019,11,28,Carol,"Would you let me come see you tomorrow evening? You were not coming today!""

""I thought you were coming now, were you not? I said she would come, right away"
6,Thursday,August,2020,14,47,Therese,<Media omitted>
14,Saturday,September,2019,21,28,Carol,I thought you hadn't forgotten about me
4,Thursday,July,2019,10,40,Arizona,That's the best of my lies
12,Tuesday,October,2021,8,27,Bette Porter,Don't tell anyone about me now! I can't believe she doesn't have it all figured out
12,Tuesday,October,2021,11,22,Therese,"I mean this, you should stop teasing me, you silly girl!""

Fang finally got to his feet"
1,Sunday,December,2019,18,47,Waverly,"""Oh shit, oh shit! That's funny, I thought you were the one asking my forgiveness! Don't make anyone regret it!""

""You were so serious, you couldn't even move her and your penis is so tiny, you can't even fit its way into her pants! She needs to see you but she can't see you"
10,Tuesday,September,2019,20,14,Therese,"""

""Just stop teasing me, you fool! You'll just take an hour or two, you're not going to let her see your cock this long!""

Fang couldn't be more excited at what he saw in the mirror, the one with the giant dick in its mouth"
1,Tuesday,June,2021,21,51,Waverly,<Media omitted>
4,Sunday,April,2021,4,26,Carol,"You’re welcome to [come], at least there’s some pretty country around where I live"
8,Sunday,September,2019,20,52,Carol,<Media omitted>
30,Wednesday,January,2019,21,10,Therese,I swear to all y'all I'll be doing this for years so that I will be able to keep it that way regardless of the situation’and maybe this thing works out better…but I don't know
11,Tuesday,August,2020,6,3,Carol,It's just not good enough right now
26,Sunday,January,2020,2,26,Bette Porter,"""So, if I was your friend, I don't want to see that happen"
12,Saturday,January,2019,12,24,Carol,I am not afraid to give you a chance
6,Friday,September,2019,18,59,Waverly,It's your right to choose
12,Friday,February,2021,13,53,Arizona,You will keep making your own choices and making changes as long as it's not you who wants that happening
1,Tuesday,September,2020,9,45,Carol,"And then, don't expect me to have my head held higher and more powerful so that there will be a change in my life no matter what kind of decision you make"
22,Saturday,May,2021,7,22,Waverly,<Media omitted>
28,Sunday,June,2020,18,8,Arizona,"""

""You're right,"" I said, ""I understand, I know a lot of people don't like changing their lives"
18,Saturday,December,2021,4,41,Arizona,"But if you tell me, the same person has the choice"
16,Monday,December,2019,10,29,Waverly,<Media omitted>
14,Thursday,November,2019,14,35,Arizona,<Media omitted>
13,Saturday,July,2019,6,38,Bette Porter,"If you give me a chance, I will keep you going"
21,Thursday,November,2019,19,9,Carol,<Media omitted>
1,Monday,March,2021,16,50,Therese,<Media omitted>
2,Thursday,July,2020,21,15,Bette Porter,I am open to ideas and to making an offer
5,Saturday,January,2019,13,31,Arizona,<Media omitted>
18,Thursday,June,2020,5,40,Arizona,Email: Melissa_L@lawse
3,Thursday,September,2020,1,52,Bette Porter,<Media omitted>
17,Wednesday,July,2019,1,15,Waverly,"com

I am a former lawyer specializing in child welfare law and legal issues for the public interest"
11,Saturday,April,2020,7,52,Arizona,<Media omitted>
14,Monday,September,2020,7,14,Therese,Thanks for looking!
23,Saturday,February,2019,21,19,Therese,<Media omitted>
12,Tuesday,May,2020,20,55,Waverly,I was only waiting that you were hungry for me
15,Sunday,September,2019,15,16,Therese,Aunt Elsa had a look on her face when she learned Elsa was in the cafeteria after
10,Friday,April,2020,17,49,Bette Porter,"""I don't think I even should,"" she said after her meal"
15,Monday,July,2019,6,11,Waverly,"Anna chuckled at her and smiled and told her to get on her bucket, then followed Elsa out of the office one last time"
17,Saturday,August,2019,7,25,Carol,The two returned from lunch and went to lunch with Elsa and Olaf
6,Thursday,June,2019,17,47,Carol,<Media omitted>
3,Saturday,August,2019,10,0,Therese,"It was a healthy snack, but that's not as important when you're doing all kinds of things on the road"
28,Sunday,February,2021,13,46,Therese,The one thing that kept Elsa from getting distracted by the lunch was that one of her sisters had been crying as her head lay on her lap
5,Friday,July,2019,4,46,Bette Porter,"""Yeah, that… I guess so"
1,Monday,April,2019,4,53,Waverly,<Media omitted>
30,Thursday,July,2020,17,36,Arizona,"The young girl had tried to hide her cries from her mom and Elsa wanted to tell her how she had cried, but Elsa didn't know how to respond to her"
17,Thursday,January,2019,13,46,Bette Porter,"She could never talk like that, either, and even if she could, no one could talk like that"
19,Tuesday,October,2021,5,54,Carol,Her mom simply did not listen
31,Wednesday,July,2019,2,48,Waverly,"Elsa asked in her little heart, ""So are you okay?""

""Of course not,"" Elsa replied without hesitation,"
8,Wednesday,April,2020,9,46,Arizona,<Media omitted>
18,Friday,June,2021,17,17,Waverly,"[pause]

[You're getting ready to leave the dorm room"
8,Monday,March,2021,21,24,Waverly,"]

[You're going to find a lot of people you'll never met before"
18,Tuesday,June,2019,20,40,Therese,"] [Laughs] Oh, no"
20,Wednesday,October,2021,7,35,Therese,No
10,Saturday,April,2021,0,36,Carol,It didn't seem good enough
12,Monday,July,2021,8,56,Arizona,"So, I thought that you'd really love being able to meet me in person, right? I want to see what you look like"
28,Thursday,January,2021,11,22,Therese,"No, it'll all be very different"
13,Wednesday,March,2019,9,13,Carol,"I know you're not a big fan of me, so I've always wanted to meet you"
3,Friday,May,2019,15,46,Arizona,So
19,Saturday,January,2019,4,0,Arizona,[You walk into the bathroom
